Documento;DatadoTracking;DescricaoDoTracking;Insucesso
2761691661;17/04/2025;AGUARDAR ORDEM - NAO CARREGOU;CD
2756258611;12/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2764608341;30/04/2025;CAMINHAO ROUBADO;Transporte
2757747941;07/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2756490601;02/04/2025;BARRAR ENTREGA;Cliente
2758667021;07/04/2025;RUA NAO LOCALIZADA;Cliente
2764044311;26/04/2025;RUA NAO LOCALIZADA;Cliente
2738604761;07/04/2025;PROBLEMAS COM FISCALIZACAO;Transporte
2756413611;04/04/2025;BARRAR ENTREGA;Cliente
2759248421;28/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2759592851;09/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2759716611;14/04/2025;PERDA LOGISTICA;Pendencia
2763685131;24/04/2025;MERCADORIA NAO ESTA NO DEPOSITO DE ENTREGA;Loja
2760422021;14/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2761174891;15/04/2025;RUA NAO LOCALIZADA;Cliente
2756258611;12/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2757747941;07/04/2025;CLIENTE AUSENTE;Cliente
2756490601;02/04/2025;BARRAR ENTREGA;Cliente
2756413611;04/04/2025;BARRAR ENTREGA;Cliente
2759248421;28/04/2025;CLIENTE AUSENTE 2;Cliente
2759716611;14/04/2025;PERDA LOGISTICA;Pendencia
2763685131;24/04/2025;EXPEDIÇÃO CANCELADA NA ORIGEM DO EAD;CD
2760422021;14/04/2025;EXPEDICAO CANCELADA;CD
2756258611;03/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2757747941;04/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2756490601;01/04/2025;CLIENTE ALEGA NAO SER A MERCADORIA ESCOLHIDA;Cliente
2759248421;23/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2756258611;03/04/2025;CLIENTE AUSENTE;Cliente
2757747941;04/04/2025;CLIENTE AUSENTE;Cliente
2759248421;23/04/2025;CLIENTE AUSENTE;Cliente
2756258611;01/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759248421;22/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2756258611;01/04/2025;CLIENTE AUSENTE;Cliente
2759248421;22/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2753046071;14/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2762763781;05/05/2025;ENDERECO NAO LOCALIZADO;Cliente
2764666791;25/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756809971;30/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760699761;14/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2764683031;30/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2754902801;31/03/2025;DIFICULDADES NA REGIAO DE ENTREGA;Transporte
2758642671;10/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2760218361;14/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2755772141;03/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2762519041;21/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2758831191;10/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2758541481;08/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2758784351;07/04/2025;MERCADORIA PENDENTE;Pendencia
2756996911;01/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2757481791;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763888142;26/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2758739821;16/04/2025;FORA DE ITINERARIO - NAO CARREGOU;Roteirização
2760499331;14/04/2025;PERDA LOGISTICA;Pendencia
2760569851;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758053761;05/04/2025;NUMERO NAO LOCALIZADO;Cliente
2756413051;31/03/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2755735941;03/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2756668672;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760701831;30/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2761284521;14/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2757765891;04/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2755671511;03/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757533471;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764674731;25/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758952271;09/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759963721;24/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2757114231;01/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2760280281;11/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2765347351;30/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2755986121;04/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757304911;15/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2756237751;02/04/2025;PERDA LOGISTICA;Pendencia
2759414931;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757556751;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2750422001;07/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2760904251;12/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2761899861;28/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757495431;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757645261;16/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759464111;22/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759931211;22/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2762080121;22/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2756868471;14/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2764145051;05/05/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2756629491;07/04/2025;MERCADORIA PENDENTE;Pendencia
2761286102;27/04/2025;MERCADORIA PENDENTE;Pendencia
2752176051;09/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757839131;15/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2758046701;09/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2758614731;07/04/2025;MERCADORIA NAO ESTA NO DEPOSITO DE ENTREGA;Loja
2759031731;14/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2763787812;25/04/2025;ROUBO;Transporte
2756163851;07/04/2025;INSUCESSO DE ENTREGA;Cliente
2762714741;23/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2757539621;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763805521;24/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2757484761;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757829981;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762472671;19/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2765374401;30/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2760415281;22/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2763286051;24/04/2025;NUMERO NAO LOCALIZADO;Cliente
2756014452;31/03/2025;MERCADORIA NAO COUBE NA RESIDENCIA;Cliente
2757901021;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758145921;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760822011;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760413631;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758251081;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759076431;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761604821;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2744132781;16/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2762036461;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761136362;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764558721;07/05/2025;INSUCESSO DE ENTREGA;Cliente
2760545491;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761865311;19/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2763221961;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763952481;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763589631;22/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764301391;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757334901;15/04/2025;INSUCESSO DE ENTREGA;Cliente
2765157441;29/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756983941;01/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2764954801;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763254891;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759143791;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756284931;31/03/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2764915351;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2750982181;11/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2754776591;23/03/2025;MERCADORIA PENDENTE;Pendencia
2762025161;15/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758776531;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761823351;21/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2759485391;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762945061;30/04/2025;INSUCESSO DE ENTREGA;Cliente
2758358381;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2747542931;28/04/2025;AGUARDANDO RETIRA;Cliente
2761128811;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758761441;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764949601;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764068871;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759494651;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764288201;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756689691;29/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758944281;15/04/2025;INSUCESSO DE ENTREGA;Cliente
2760468492;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2747127451;25/02/2025;MERCADORIA PENDENTE;Pendencia
2764778411;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763450041;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756836751;31/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764179601;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762443411;17/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761371841;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762505341;22/04/2025;PERDA LOGISTICA;Pendencia
2759795811;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759439021;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760427881;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763384621;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764755441;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760800412;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762286141;29/04/2025;MERCADORIA PENDENTE;Pendencia
2762329161;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759534411;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763177131;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760320061;13/05/2025;INSUCESSO DE ENTREGA;Cliente
2760930361;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761744951;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757122751;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757063501;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765112081;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764948371;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757750711;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761359411;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761154061;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756200311;28/04/2025;BARRAR ENTREGA;Cliente
2756836451;30/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760959151;15/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2759510332;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761474111;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763578541;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761627701;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761164521;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757129221;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764534751;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764495221;25/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760905991;07/05/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2762325081;23/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2759049651;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761425481;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764525021;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764982022;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758803071;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761208701;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763297031;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763663361;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756573671;29/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2748582491;03/03/2025;MERCADORIA PENDENTE;Pendencia
2758538221;05/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2763074481;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758709521;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765273482;28/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761722882;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760003721;12/04/2025;EXPEDICAO CANCELADA;CD
2760912371;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761584781;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761203761;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763293881;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760232621;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763467071;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756590191;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763983501;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764086861;30/04/2025;EXPEDIÇÃO CANCELADA NA ORIGEM DO EAD;CD
2761484361;25/04/2025;BARRAR ENTREGA;Cliente
2752332821;17/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758772271;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763961121;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763137681;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762884462;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759191821;29/05/2025;INSUCESSO DE ENTREGA;Cliente
2763437921;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757707621;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758104211;15/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2756971871;10/04/2025;INSUCESSO DE ENTREGA;Cliente
2764220911;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762240411;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760586691;14/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2758216591;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758827111;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763785461;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763373351;03/05/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2763808371;24/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2760737521;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764283871;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757761351;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764326801;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758435811;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763892031;26/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2762642211;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758865002;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758730331;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764199861;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757867811;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758806911;10/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2759021021;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761021111;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762412711;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762712181;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757537501;01/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761071751;14/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2759485351;10/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2757877551;04/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2759602441;15/05/2025;INSUCESSO DE ENTREGA;Cliente
2762490071;17/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763767462;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757526721;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760149541;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760418421;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764040501;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2751645101;13/03/2025;MERCADORIA PENDENTE;Pendencia
2758632371;29/04/2025;INSUCESSO DE ENTREGA;Cliente
2764843801;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763045672;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761963601;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764807851;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762170921;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762583661;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761026271;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761136051;12/04/2025;MERCADORIA PENDENTE;Pendencia
2763955651;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757197041;06/05/2025;INSUCESSO DE ENTREGA;Cliente
2764832991;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759225151;08/04/2025;A TRANSFERENCIA DA MERCADORIA NAO FOI CONFIRMADA;CD
2762314291;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761390312;19/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2758245131;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758558832;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763757611;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762052931;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761169681;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759488061;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763240811;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759351832;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760547161;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2753110321;08/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2759056771;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761214572;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762269161;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761132001;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760052021;11/04/2025;PERDA LOGISTICA;Pendencia
2758964801;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758101701;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759444321;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764907311;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760856261;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758458321;15/04/2025;INSUCESSO DE ENTREGA;Cliente
2757497811;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764819071;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756558371;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763410071;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756704061;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757118941;10/04/2025;INSUCESSO DE ENTREGA;Cliente
2760102291;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765153301;28/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763396061;24/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759640391;28/04/2025;INSUCESSO DE ENTREGA;Cliente
2748174401;01/03/2025;MERCADORIA PENDENTE;Pendencia
2762684861;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757194161;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764558721;28/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2761865311;19/04/2025;CLIENTE AUSENTE;Cliente
2756983941;01/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2756284931;31/03/2025;CLIENTE AUSENTE;Cliente
2761823351;21/04/2025;CLIENTE AUSENTE 2;Cliente
2747542931;28/04/2025;AGUARDANDO RETIRA;Cliente
2762505341;22/04/2025;PERDA LOGISTICA;Pendencia
2762286141;22/04/2025;PERDA LOGISTICA;Pendencia
2760320061;13/05/2025;MERCADORIA INSUCESSO DEVOLVIDA;Cliente
2756200311;28/04/2025;BARRAR ENTREGA;Cliente
2760959151;15/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2760905991;07/05/2025;CLIENTE AUSENTE;Cliente
2762325081;23/04/2025;RUA NAO LOCALIZADA;Cliente
2758538221;05/04/2025;RUA NAO LOCALIZADA;Cliente
2760003721;12/04/2025;NOTA FISCAL CANCELADA, INUTILIZADA OU DENEGADA;CD
2764086861;30/04/2025;PERDA LOGISTICA;Pendencia
2761484361;25/04/2025;BARRAR ENTREGA;Cliente
2759191821;22/04/2025;BARRAR ENTREGA;Cliente
2758104211;15/04/2025;CLIENTE AUSENTE;Cliente
